data,ciutat,categoria,import
2024-01-06,Málaga,Joguines,429.27
2024-11-08,Saragossa,Roba,259.07
2024-11-01,València,Alimentació,302.57
2024-01-08,Madrid,Joguines,357.81
2024-12-21,Madrid,Llar,232.2
2024-04-15,Madrid,Esport,201.59
2024-02-01,València,Llibres,420.49
2024-09-21,Sevilla,Roba,58.51
2024-02-11,Alacant,Llibres,142.06
2024-11-23,Alacant,Llibres,79.22
2024-04-02,"Barcelona, ES",Joguines,205.03
2024-06-22,Barcelona,Electrònica,498.75
2024-05-14,València,Llibres,NA
2024-12-19,Málaga,Roba,115.07
2024-09-21,"Barcelona, ES",Llibres,153.6
2024-03-27,Bilbao,Esport,53.31
2024-03-24,Madrid,Joguines,456.75
2024-11-11,Bilbao,Alimentació,373.38
2024-05-14,"Barcelona, ES",Roba,294.86
2024-08-28,Barcelona,Electrònica,293.87
2024-10-03,València,Alimentació,434.41
2024-07-17,Madrid,Electrònica,79.64
2024-04-11,València,Esport,493.39
2024-03-11,Málaga,Alimentació,246.35
2024-11-06,Madrid,Electrònica,
2024-05-07,Girona,Alimentació,83.43
2024-02-05,Bilbao,Llibres,217.37
2024-08-13,Barcelona,Esport,189.69
2024-01-11,Girona,Esport,339.99
2024-11-24,Madrid,Llibres,159.49
2024-02-13,València,Roba,412.8
2024-05-10,València,Esport,172.23
2024-11-05,Madrid,Llar,98.27
2024-07-01,Madrid,Llibres,109.54
2024-01-19,València,Electrònica,327.02
2024-01-13,Málaga,Roba,313.45
2024-10-02,Bilbao,Llibres,28.88
2024-02-14,València,Electrònica,239.83
2024-03-07,Saragossa,Llibres,
2024-07-22,Barcelona,Esport,304.79
2024-03-14,Málaga,Electrònica,310.76
2024-05-04,"Barcelona, ES",Llar,103.88
2024-05-27,Sevilla,Alimentació,207.83
2024-03-02,Sevilla,Alimentació,242.93
2024-04-01,Barcelona,Electrònica,418.44
2024-11-16,Barcelona,Electrònica,42.15
2024-12-04,Málaga,Llibres,494.39
2024-05-09,València,Electrònica,437.7
2024-05-12,"Barcelona, ES",Roba,62.37
2024-01-01,Málaga,Llibres,167.69
2024-08-20,Madrid,Llibres,408.41
2024-03-04,València,Llar,195.93
2024-08-26,València,Joguines,70.59
2024-12-02,Alacant,Joguines,210.93
2024-10-16,"Barcelona, ES",Llibres,307.6
2024-06-20,Barcelona,Llibres,365.0
2024-03-16,Alacant,Electrònica,223.14
2024-02-09,Bilbao,Electrònica,340.57
2024-12-19,Saragossa,Alimentació,336.57
2024-06-17,Sevilla,Llibres,219.26
2024-12-08,València,Llibres,195.51
2024-09-20,Barcelona,Llibres,255.26
2024-08-28,València,Alimentació,248.37
2024-04-11,Alacant,Electrònica,277.5
2024-07-13,Málaga,Electrònica,401.62
2024-08-03,Málaga,Llar,490.43
2024-12-21,Barcelona,Llar,280.78
2024-01-27,Barcelona,Esport,320.58
2024-09-18,Madrid,Llibres,173.72
2024-01-27,Madrid,Llar,384.87
2024-10-16,Saragossa,Roba,61.44
2024-11-08,Barcelona,Roba,482.39
2024-05-18,Sevilla,Llibres,448.95
2024-08-05,Málaga,Llibres,57.95
2024-10-07,Barcelona,Joguines,231.24
2024-04-23,Madrid,Joguines,463.68
2024-11-19,Barcelona,Llar,296.71
2024-09-05,Alacant,Electrònica,29.04
2024-07-27,Sevilla,Esport,455.54
2024-12-19,Barcelona,Joguines,196.77
2024-10-20,Málaga,Esport,212.24
2024-10-23,Girona,Roba,174.72
2024-05-15,"Barcelona, ES",Alimentació,351.51
2024-12-17,Madrid,Llibres,160.39
2024-12-18,Bilbao,Alimentació,358.62
2024-11-12,Alacant,Alimentació,326.79
2024-03-17,Sevilla,Llibres,62.13
2024-06-18,València,Esport,356.51
2024-11-24,Málaga,Esport,424.41
2024-01-17,Barcelona,Llar,336.78
2024-04-09,Girona,Alimentació,343.28
2024-03-27,Barcelona,Joguines,378.03
2024-01-12,"Barcelona, ES",Electrònica,339.39
2024-09-28,Madrid,Llibres,122.61
2024-12-10,Saragossa,Electrònica,196.84
2024-11-11,Alacant,Electrònica,
2024-05-07,Bilbao,Joguines,224.32
2024-04-21,Saragossa,Llibres,296.25
2024-12-20,Barcelona,Llibres,150.62
2024-03-22,Barcelona,Alimentació,64.08
2024-01-14,Madrid,Roba,294.07
2024-05-01,Madrid,Llibres,24.77
2024-06-20,Barcelona,Llibres,332.64
2024-08-26,Sevilla,Roba,355.3
2024-09-08,Alacant,Esport,255.04
2024-07-18,Sevilla,Electrònica,442.28
2024-11-11,Madrid,Roba,377.56
2024-09-16,Alacant,Joguines,326.4
2024-02-22,Madrid,Alimentació,308.78
2024-10-08,Alacant,Llibres,193.78
2024-02-13,Madrid,Llibres,456.11
2024-06-17,"Barcelona, ES",Llar,151.73
2024-11-07,Madrid,Electrònica,87.86
2024-09-18,Barcelona,Electrònica,316.61
2024-04-28,Saragossa,Joguines,271.19
2024-12-24,Girona,Llibres,40.7
2024-11-05,Barcelona,Llibres,48.32
2024-01-06,"Barcelona, ES",Esport,411.7
2024-05-14,Madrid,Llibres,161.62
2024-07-22,Barcelona,Electrònica,311.08
2024-12-19,Barcelona,Joguines,464.38
2024-02-10,"Barcelona, ES",Roba,144.35
2024-08-13,València,Llibres,NA
2024-03-18,Madrid,Llibres,399.75
2024-09-10,Alacant,Alimentació,444.05
2024-12-21,Madrid,Electrònica,279.76
2024-02-02,Barcelona,Esport,276.03
2024-02-10,Madrid,Llibres,175.21
2024-07-21,Málaga,Alimentació,114.29
2024-05-07,Barcelona,Llibres,426.86
2024-09-15,Bilbao,Electrònica,38.34
2024-02-07,Saragossa,Llar,181.78
2024-11-21,Madrid,Roba,450.56
2024-06-16,València,Esport,348.26
2024-03-19,Sevilla,Joguines,217.01
2024-01-11,Madrid,Alimentació,322.22
2024-05-27,Madrid,Llibres,439.55
2024-08-15,Madrid,Roba,58.87
2024-11-20,Barcelona,Roba,74.3
2024-09-07,Madrid,Llibres,42.32
2024-01-28,València,Electrònica,291.56
2024-10-07,Málaga,Esport,447.52
2024-09-16,Bilbao,Alimentació,115.54
2024-10-24,Málaga,Alimentació,257.65
2024-07-12,València,Llibres,482.18
2024-10-22,Barcelona,Esport,83.82
2024-10-19,Bilbao,Alimentació,244.33
2024-06-02,Madrid,Llar,135.86
2024-04-02,Bilbao,Esport,183.82
2024-08-15,Málaga,Electrònica,165.42
2024-12-17,Bilbao,Roba,135.34
2024-09-19,Barcelona,Llibres,295.9
2024-02-17,Madrid,Alimentació,179.68
2024-06-16,"Barcelona, ES",Esport,
2024-03-15,Barcelona,Electrònica,144.0
2024-03-06,Barcelona,Esport,63.57
2024-04-14,"Barcelona, ES",Llibres,339.24
2024-08-07,Sevilla,Llibres,16.11
2024-01-05,Sevilla,Alimentació,258.76
2024-10-05,Barcelona,Roba,260.74
2024-07-20,Alacant,Llibres,
2024-12-24,Bilbao,Roba,112.21
2024-10-16,Málaga,Alimentació,208.33
2024-03-26,Sevilla,Joguines,331.53
2024-05-06,Saragossa,Roba,300.28
2024-02-08,Madrid,Alimentació,105.16
2024-09-22,València,Alimentació,92.82
2024-10-20,Barcelona,Joguines,377.43
2024-02-16,Bilbao,Esport,5.59
2024-11-21,València,Llar,26.5
2024-09-14,Madrid,Joguines,385.49
2024-06-19,"Barcelona, ES",Joguines,290.18
2024-07-05,Madrid,Joguines,430.23
2024-05-20,Málaga,Llar,7.71
2024-12-26,Barcelona,Esport,8.56
2024-11-07,Saragossa,Roba,57.76
2024-07-21,Sevilla,Roba,214.66
2024-06-20,Madrid,Llibres,105.83
2024-09-26,Sevilla,Alimentació,279.68
2024-05-10,Sevilla,Joguines,369.21
2024-11-04,Girona,Llar,474.88
2024-02-07,València,Joguines,277.54
2024-12-22,Saragossa,Alimentació,319.76
2024-02-27,Barcelona,Esport,36.72
2024-04-12,Barcelona,Electrònica,465.69
2024-07-20,Bilbao,Roba,300.75
2024-03-21,València,Electrònica,330.16
2024-09-10,Barcelona,Joguines,260.33
2024-04-20,Barcelona,Electrònica,329.23
2024-03-03,Alacant,Joguines,336.48
2024-07-19,Barcelona,Electrònica,38.97
2024-02-18,Madrid,Joguines,293.55
2024-06-27,Madrid,Esport,230.11
2024-07-19,Barcelona,Alimentació,57.7
2024-02-17,Madrid,Electrònica,478.57
2024-09-27,"Barcelona, ES",Roba,483.2
2024-10-16,Girona,Joguines,388.92
2024-11-15,Málaga,Joguines,
2024-02-09,Barcelona,Llibres,114.09
2024-12-08,"Barcelona, ES",Llar,260.67
2024-01-23,Málaga,Alimentació,202.47
2024-12-27,Madrid,Esport,240.89
2024-06-07,Málaga,Roba,374.35
2024-04-16,Girona,Alimentació,437.01
2024-04-08,Barcelona,Alimentació,181.23
2024-02-04,Alacant,Llibres,248.87
2024-01-25,Málaga,Electrònica,188.74
2024-06-16,Málaga,Esport,247.95
2024-09-09,València,Joguines,31.8
2024-07-16,Alacant,Electrònica,199.89
2024-11-25,Barcelona,Electrònica,232.73
2024-12-01,Barcelona,Alimentació,54.87
2024-06-20,Málaga,Alimentació,122.38
2024-08-20,Madrid,Alimentació,109.21
2024-12-25,Madrid,Joguines,228.11
2024-10-05,Alacant,Llibres,54.44
2024-05-26,Madrid,Llar,102.05
2024-12-05,València,Electrònica,252.3
2024-11-17,Sevilla,Roba,153.52
2024-09-28,Sevilla,Llar,85.85
2024-04-27,Madrid,Joguines,227.68
2024-06-09,Madrid,Esport,405.96
2024-06-01,València,Roba,481.74
2024-04-19,Sevilla,Llibres,489.79
2024-05-12,Madrid,Esport,369.58
2024-02-13,Bilbao,Llar,76.7
2024-03-21,"Barcelona, ES",Roba,308.09
2024-07-28,Málaga,Electrònica,117.97
2024-06-21,Madrid,Roba,200.75
2024-08-25,Málaga,Roba,262.86
2024-08-14,Barcelona,Joguines,
2024-12-08,Bilbao,Llibres,44.63
2024-03-13,Barcelona,Electrònica,239.23
2024-01-01,Girona,Esport,46.21
2024-05-20,Barcelona,Llibres,197.97
2024-04-08,Girona,Llar,69.98
2024-03-01,Barcelona,Roba,165.97
2024-08-15,Alacant,Esport,276.53
2024-03-23,Sevilla,Esport,317.37
2024-11-19,València,Llibres,158.28
2024-06-16,Sevilla,Joguines,157.39
2024-07-09,Barcelona,Electrònica,
2024-03-12,Madrid,Esport,
2024-08-25,València,Electrònica,399.99
2024-10-08,"Barcelona, ES",Esport,208.81
2024-09-14,València,Alimentació,324.77
2024-07-08,Madrid,Llar,260.72
2024-10-26,Saragossa,Roba,372.75
2024-05-14,Barcelona,Electrònica,148.35
2024-11-15,Bilbao,Roba,248.54
2024-06-01,Barcelona,Esport,
2024-02-10,Madrid,Llibres,9.06
2024-02-05,Barcelona,Alimentació,159.23
2024-08-12,València,Joguines,NA
2024-02-27,Girona,Alimentació,NA
2024-07-03,Sevilla,Alimentació,421.56
2024-07-27,Barcelona,Joguines,195.47
2024-08-08,Girona,Electrònica,368.98
2024-02-17,Bilbao,Alimentació,342.31
2024-05-11,Barcelona,Llibres,NA
2024-09-17,Barcelona,Llar,103.37
2024-01-28,Bilbao,Electrònica,219.91
2024-01-06,"Barcelona, ES",Esport,395.63
2024-01-02,Sevilla,Llibres,300.13
2024-06-25,Barcelona,Alimentació,344.54
2024-06-25,Bilbao,Electrònica,81.19
2024-09-26,Barcelona,Llar,490.93
2024-11-25,Madrid,Llar,15.57
2024-07-12,Saragossa,Roba,245.22
2024-08-18,Madrid,Llibres,285.52
2024-09-12,Madrid,Llar,416.52
2024-09-06,Barcelona,Alimentació,410.61
2024-09-12,València,Joguines,192.63
2024-03-01,Bilbao,Roba,123.2
2024-12-03,Bilbao,Esport,98.99
2024-11-16,Girona,Alimentació,164.69
2024-11-11,Barcelona,Esport,26.67
2024-03-06,Málaga,Alimentació,99.85
2024-01-19,Bilbao,Llar,265.28
2024-12-19,Madrid,Roba,360.33
2024-01-07,Bilbao,Joguines,401.5
2024-01-12,Sevilla,Llar,398.15
2024-01-27,Bilbao,Esport,NA
2024-02-27,Madrid,Alimentació,53.07
2024-12-08,Sevilla,Alimentació,330.15
2024-10-21,Alacant,Esport,210.52
2024-02-25,Bilbao,Roba,352.76
2024-07-04,Barcelona,Alimentació,254.82
2024-11-06,Sevilla,Esport,179.4
2024-06-18,Alacant,Roba,209.11
2024-11-14,Málaga,Roba,283.76
2024-04-13,Girona,Llibres,481.02
2024-08-13,Barcelona,Electrònica,299.9
2024-09-05,Alacant,Roba,
2024-04-07,Málaga,Electrònica,471.96
2024-05-18,València,Esport,81.58
2024-01-15,Madrid,Alimentació,445.36
2024-04-08,Madrid,Roba,202.9
2024-04-24,Barcelona,Roba,90.59
2024-12-23,Sevilla,Electrònica,153.69
2024-12-26,Sevilla,Electrònica,461.33
2024-06-12,Málaga,Llar,434.58
2024-04-24,Bilbao,Esport,318.77
2024-11-13,Barcelona,Esport,NA
2024-09-19,Barcelona,Esport,80.83
2024-11-24,Alacant,Llar,289.75
2024-02-08,València,Joguines,70.43
2024-02-16,Sevilla,Electrònica,134.97
2024-07-17,València,Llibres,71.76
2024-09-07,València,Llibres,282.78
2024-12-17,Madrid,Electrònica,217.88
2024-11-19,Barcelona,Llibres,185.81
2024-04-11,Madrid,Llibres,
2024-05-06,Alacant,Esport,402.38
2024-10-05,València,Joguines,344.25
2024-03-25,Saragossa,Electrònica,32.0
2024-10-05,Málaga,Joguines,174.92
2024-02-10,València,Electrònica,371.31
2024-04-07,Sevilla,Joguines,244.1
2024-12-05,Saragossa,Llibres,
2024-10-22,Sevilla,Roba,145.59
2024-12-20,Madrid,Llar,9.13
2024-07-22,Madrid,Joguines,183.31
2024-02-01,Madrid,Llibres,490.0
2024-09-23,Barcelona,Roba,300.57
2024-02-06,Barcelona,Llar,357.67
2024-01-08,Alacant,Roba,199.73
2024-03-01,Madrid,Roba,154.65
2024-09-09,"Barcelona, ES",Llibres,196.65
2024-01-18,Alacant,Alimentació,449.1
2024-11-05,Barcelona,Llar,340.61
2024-11-22,Madrid,Alimentació,216.1
2024-05-20,Madrid,Esport,327.97
2024-10-18,Saragossa,Alimentació,157.95
2024-12-17,Málaga,Llar,488.01
2024-03-21,Alacant,Alimentació,280.88
2024-12-04,Barcelona,Joguines,364.9
2024-06-14,Alacant,Roba,467.22
2024-11-24,Madrid,Joguines,70.12
2024-01-25,Alacant,Esport,285.69
2024-04-20,Madrid,Llibres,
2024-02-23,Girona,Alimentació,304.33
2024-12-21,Madrid,Joguines,239.55
2024-03-07,Madrid,Llar,12.43
2024-05-14,Madrid,Llibres,380.1
2024-02-06,Alacant,Llar,247.52
2024-06-28,València,Alimentació,389.23
2024-10-24,Málaga,Llibres,307.69
2024-12-19,Sevilla,Esport,353.54
2024-01-17,Barcelona,Llar,26.0
2024-04-17,Sevilla,Llibres,NA
2024-07-17,Girona,Electrònica,222.58
2024-05-25,Málaga,Llar,150.74
2024-01-23,Sevilla,Alimentació,324.82
2024-02-24,València,Alimentació,469.23
2024-12-18,Barcelona,Llar,17.33
2024-08-19,Málaga,Alimentació,49.64
2024-06-23,Bilbao,Llibres,360.6
2024-02-03,Barcelona,Llar,47.23
2024-12-13,Saragossa,Esport,84.15
2024-09-13,Barcelona,Alimentació,284.92
2024-11-28,Barcelona,Joguines,385.73
2024-01-14,Madrid,Llibres,225.9
2024-11-06,Barcelona,Alimentació,6.75
2024-05-01,València,Joguines,404.69
2024-10-16,Madrid,Esport,229.6
2024-08-03,Bilbao,Electrònica,275.93
2024-10-21,Sevilla,Joguines,96.5
2024-01-21,Madrid,Alimentació,335.16
2024-10-10,Madrid,Electrònica,NA
2024-07-06,Barcelona,Roba,347.3
2024-10-19,"Barcelona, ES",Alimentació,375.92
2024-06-02,Barcelona,Roba,449.28
2024-02-25,València,Esport,238.05
2024-02-23,Málaga,Roba,264.7
2024-12-07,Bilbao,Electrònica,489.78
2024-09-03,València,Llibres,395.15
2024-12-10,València,Joguines,265.07
2024-10-12,Alacant,Esport,262.25
2024-11-16,València,Alimentació,120.2
2024-05-07,Barcelona,Electrònica,399.38
2024-12-28,Madrid,Esport,209.95
2024-06-12,Sevilla,Llibres,322.11
2024-12-10,Madrid,Electrònica,255.81
2024-06-25,Barcelona,Llibres,201.04
2024-10-20,Alacant,Joguines,168.6
2024-06-22,València,Llar,324.6
2024-08-05,Bilbao,Joguines,170.88
2024-07-24,Barcelona,Esport,363.86
2024-06-18,Sevilla,Alimentació,169.2
2024-06-03,Alacant,Roba,172.88
2024-07-21,Sevilla,Alimentació,197.84
2024-10-04,Málaga,Joguines,429.62
2024-12-02,Madrid,Electrònica,122.63
2024-08-27,Alacant,Alimentació,91.63
2024-06-26,Barcelona,Alimentació,224.67
2024-01-26,València,Esport,173.36
2024-08-24,Málaga,Roba,75.93
2024-02-27,Alacant,Esport,70.69
2024-12-02,València,Llibres,62.34
2024-05-02,Saragossa,Esport,169.98
2024-01-04,Sevilla,Llibres,16.13
2024-05-21,Málaga,Roba,146.85
2024-09-11,Girona,Llibres,78.91
2024-05-04,Barcelona,Esport,55.68
2024-09-12,Sevilla,Roba,353.66
2024-05-19,Madrid,Electrònica,446.66
2024-09-15,Barcelona,Electrònica,339.37
2024-02-13,Barcelona,Llar,353.82
2024-10-21,Málaga,Llibres,181.03
2024-06-27,Barcelona,Joguines,269.08
2024-08-19,Barcelona,Joguines,350.81
2024-02-15,Madrid,Llibres,235.37
2024-04-08,Barcelona,Esport,184.91
2024-03-23,Málaga,Roba,441.79
2024-08-16,Barcelona,Llar,241.93
2024-03-10,Girona,Esport,256.44
2024-07-27,Saragossa,Electrònica,326.48
2024-05-18,València,Esport,312.33
2024-09-06,Alacant,Llar,108.08
2024-12-19,València,Llar,174.39
2024-12-08,Barcelona,Llibres,465.78
2024-10-27,València,Esport,166.06
2024-02-27,València,Roba,39.46
2024-02-22,"Barcelona, ES",Joguines,167.07
2024-11-22,Barcelona,Alimentació,444.19
2024-11-26,Barcelona,Alimentació,229.22
2024-05-13,Bilbao,Llar,342.35
2024-06-10,Sevilla,Llibres,471.95
2024-07-23,Alacant,Roba,293.45
2024-10-17,València,Alimentació,35.89
2024-09-02,Barcelona,Esport,182.83
2024-05-28,Barcelona,Llar,200.16
2024-06-23,Madrid,Llar,109.55
2024-03-16,Barcelona,Esport,462.62
2024-07-05,Madrid,Joguines,71.47
2024-02-21,Barcelona,Llibres,330.67
2024-03-03,Barcelona,Joguines,230.73
2024-12-20,Alacant,Esport,257.16
2024-09-27,València,Roba,215.26
2024-01-19,València,Llibres,253.36
2024-07-18,Sevilla,Electrònica,286.23
2024-12-12,Barcelona,Llar,44.63
2024-12-24,Sevilla,Joguines,390.54
2024-08-17,Barcelona,Esport,238.86
2024-12-22,Alacant,Electrònica,271.9
2024-10-10,Bilbao,Roba,10.34
2024-08-17,Málaga,Esport,213.4
2024-05-10,Barcelona,Llibres,375.97
2024-12-26,Sevilla,Electrònica,291.18
2024-10-02,Bilbao,Roba,314.04
2024-05-16,Barcelona,Esport,392.96
2024-05-05,Bilbao,Roba,12.03
2024-02-20,Barcelona,Esport,331.28
2024-06-26,Barcelona,Joguines,245.03
2024-09-28,Barcelona,Electrònica,299.79
2024-03-27,València,Llar,122.78
2024-08-24,Bilbao,Alimentació,421.71
2024-01-21,Madrid,Joguines,87.96
2024-07-16,Madrid,Llibres,461.62
2024-04-13,Saragossa,Llar,76.85
2024-07-01,Madrid,Joguines,340.85
2024-09-22,Alacant,Electrònica,320.52
2024-07-20,Alacant,Joguines,138.81
2024-02-09,Bilbao,Llar,339.27
2024-04-24,Saragossa,Joguines,172.02
2024-12-06,Madrid,Electrònica,416.69
2024-01-14,Barcelona,Electrònica,179.0
2024-12-10,Madrid,Electrònica,
2024-02-02,Alacant,Llibres,112.33
2024-10-21,Barcelona,Electrònica,304.32
2024-07-22,Girona,Llibres,483.75
2024-02-23,Barcelona,Roba,468.41
2024-11-15,Alacant,Roba,347.65
2024-11-25,Girona,Roba,41.63
2024-01-13,Madrid,Electrònica,407.34
2024-03-15,Barcelona,Alimentació,93.33
2024-08-04,Barcelona,Joguines,308.91
2024-02-15,Saragossa,Electrònica,NA
2024-02-19,Saragossa,Joguines,448.77
2024-03-21,Bilbao,Electrònica,136.89
2024-12-11,Málaga,Esport,
2024-12-25,València,Llar,365.24
2024-02-18,Madrid,Llar,409.9
2024-08-04,Sevilla,Roba,154.9
2024-01-21,Alacant,Llibres,269.64
2024-06-03,Málaga,Joguines,325.66
2024-03-18,Barcelona,Llar,152.94
2024-07-04,Bilbao,Roba,443.18
2024-08-24,Barcelona,Electrònica,361.27
2024-10-08,València,Electrònica,323.49
2024-08-18,Alacant,Joguines,497.94
2024-01-11,Barcelona,Joguines,205.73
2024-04-26,Bilbao,Esport,340.65
2024-09-05,Girona,Alimentació,23.25
2024-03-16,Bilbao,Llar,311.09
2024-04-23,Bilbao,Electrònica,29.73
2024-05-27,"Barcelona, ES",Llar,418.5
2024-02-27,Málaga,Electrònica,400.59
2024-04-03,"Barcelona, ES",Llar,418.77
2024-12-22,València,Electrònica,290.1
2024-03-11,Málaga,Joguines,27.57
2024-03-11,Barcelona,Roba,210.5
2024-12-12,Sevilla,Llar,293.08
2024-03-04,"Barcelona, ES",Llibres,389.94
2024-01-16,Barcelona,Electrònica,49.12
2024-11-19,Málaga,Llar,397.16
2024-08-23,Barcelona,Alimentació,263.93
2024-07-08,Alacant,Esport,300.15
2024-12-16,Bilbao,Electrònica,392.38
2024-06-14,Barcelona,Alimentació,493.37
2024-02-20,Madrid,Joguines,256.23
2024-08-25,Bilbao,Alimentació,100.89
2024-03-22,Málaga,Llar,84.08
2024-01-02,Bilbao,Roba,129.43
2024-10-26,Málaga,Llar,NA
2024-12-02,Alacant,Alimentació,19.39
2024-09-04,Barcelona,Alimentació,298.39
2024-06-14,Barcelona,Llibres,118.88
2024-02-11,Madrid,Alimentació,435.59
2024-07-08,Barcelona,Esport,445.79
2024-03-07,Alacant,Llar,189.88
2024-08-24,Barcelona,Roba,105.09
2024-03-02,Saragossa,Electrònica,60.0
2024-08-15,València,Joguines,443.77
2024-10-06,"Barcelona, ES",Llibres,453.26
2024-10-18,Málaga,Electrònica,263.28
2024-04-19,València,Llar,366.36
2024-12-28,Madrid,Roba,115.09
2024-10-05,Málaga,Electrònica,26.89
2024-08-24,Girona,Electrònica,200.19
2024-12-27,Barcelona,Llar,281.45
2024-01-23,Saragossa,Alimentació,151.42
2024-11-03,Barcelona,Llibres,353.14
2024-10-24,Sevilla,Llar,73.62
2024-12-13,Barcelona,Joguines,234.83
2024-11-01,Málaga,Electrònica,346.92
2024-09-02,Madrid,Joguines,473.32
2024-09-19,"Barcelona, ES",Joguines,312.13
2024-06-24,Alacant,Esport,338.95
2024-01-04,Madrid,Llar,185.96
2024-03-21,Sevilla,Electrònica,387.92
2024-03-11,Madrid,Electrònica,370.0
2024-10-28,Alacant,Alimentació,381.64
2024-06-12,Málaga,Esport,142.19
2024-02-12,Madrid,Llar,415.63
2024-08-23,Sevilla,Joguines,149.67
2024-10-12,"Barcelona, ES",Llibres,470.73
2024-02-07,Málaga,Llar,198.39
2024-03-10,Alacant,Electrònica,141.59
2024-12-05,València,Joguines,476.29
2024-01-10,València,Llibres,70.35
2024-06-14,València,Llibres,
2024-04-03,Barcelona,Joguines,473.99
2024-11-11,València,Roba,394.48
2024-08-19,Bilbao,Esport,225.4
2024-05-19,Barcelona,Joguines,395.69
2024-04-16,Madrid,Roba,28.42
2024-06-10,València,Alimentació,84.59
2024-09-10,Barcelona,Alimentació,347.97
2024-11-26,Barcelona,Alimentació,496.92
2024-10-05,València,Roba,283.43
2024-01-22,Madrid,Roba,226.97
2024-03-18,Madrid,Electrònica,252.21
2024-03-15,Alacant,Alimentació,
2024-12-18,Alacant,Roba,151.3
2024-05-25,Alacant,Esport,400.79
2024-12-15,Madrid,Electrònica,450.59
2024-03-22,Sevilla,Roba,
2024-10-27,Madrid,Roba,32.24
2024-11-07,Sevilla,Alimentació,384.71
2024-04-01,Barcelona,Joguines,337.42
2024-02-17,València,Llar,304.51
2024-01-22,Madrid,Alimentació,216.68
2024-07-12,Barcelona,Roba,488.87
2024-09-03,Madrid,Llar,210.73
2024-08-10,Barcelona,Llibres,214.8
2024-07-05,Málaga,Esport,107.85
2024-08-28,Sevilla,Roba,480.25
2024-07-03,Barcelona,Llibres,210.18
2024-09-15,Saragossa,Joguines,103.63
2024-07-10,Sevilla,Electrònica,154.49
2024-10-10,València,Llibres,18.29
2024-01-05,Madrid,Llibres,238.91
2024-11-22,Málaga,Llar,453.86
2024-11-08,Barcelona,Joguines,497.19
2024-02-20,Girona,Esport,220.85
2024-05-21,Saragossa,Llibres,189.74
2024-12-19,Barcelona,Roba,33.96
2024-06-15,Málaga,Alimentació,31.18
2024-06-14,Bilbao,Roba,NA
2024-05-17,Bilbao,Electrònica,384.39
2024-03-25,Barcelona,Joguines,164.69
2024-06-27,Málaga,Joguines,344.29
2024-12-12,Barcelona,Esport,76.14
2024-03-17,Madrid,Joguines,173.45
2024-03-04,Madrid,Esport,98.27
2024-09-20,Saragossa,Esport,357.71
2024-12-25,"Barcelona, ES",Llar,42.82
2024-03-01,València,Roba,73.81
2024-08-20,Sevilla,Roba,155.82
2024-12-27,Barcelona,Alimentació,75.47
2024-04-10,Barcelona,Alimentació,215.28
2024-02-03,Barcelona,Llar,26.05
2024-02-02,"Barcelona, ES",Esport,237.2
2024-05-02,Barcelona,Llibres,
2024-02-26,Barcelona,Esport,451.08
2024-03-22,Madrid,Electrònica,374.37
2024-05-19,Madrid,Alimentació,391.5
2024-10-08,València,Electrònica,291.18
2024-01-17,Madrid,Alimentació,90.03
2024-09-01,Alacant,Electrònica,460.64
2024-12-16,Madrid,Esport,338.4
2024-02-06,Málaga,Llar,259.55
2024-07-04,Girona,Roba,59.61
2024-03-16,Girona,Llibres,362.46
2024-02-11,València,Llar,302.19
2024-05-22,Alacant,Llar,206.6
2024-07-07,Málaga,Joguines,469.85
2024-06-06,Barcelona,Llibres,57.06
2024-08-17,Bilbao,Electrònica,200.43
2024-12-19,Alacant,Llibres,489.04
2024-02-12,Alacant,Roba,422.79
2024-07-04,Madrid,Llar,142.87
2024-12-25,Sevilla,Roba,401.49
2024-07-12,València,Esport,493.82
2024-09-09,Barcelona,Llar,129.09
2024-08-08,Bilbao,Alimentació,
2024-12-02,Málaga,Llar,486.18
2024-07-20,Saragossa,Alimentació,313.5
2024-02-22,Girona,Joguines,235.68
2024-05-22,València,Esport,175.09
2024-09-18,Barcelona,Joguines,NA
2024-07-04,Madrid,Roba,224.07
2024-01-02,Barcelona,Llibres,155.01
2024-12-06,València,Alimentació,197.59
2024-02-19,Saragossa,Llibres,272.0
2024-08-16,Sevilla,Alimentació,198.74
2024-08-19,Alacant,Esport,384.4
2024-05-11,Barcelona,Esport,NA
2024-06-12,"Barcelona, ES",Esport,
2024-11-11,Madrid,Llar,181.9
2024-06-02,Bilbao,Alimentació,159.49
2024-02-23,Barcelona,Roba,89.04
2024-09-11,Barcelona,Llibres,286.18
2024-07-09,Barcelona,Llar,492.95
2024-07-19,Madrid,Esport,246.74
2024-12-22,Barcelona,Llar,383.63
2024-06-06,Bilbao,Roba,104.87
2024-11-28,Alacant,Electrònica,270.24
2024-05-09,Barcelona,Esport,116.81
2024-12-03,Saragossa,Esport,171.73
2024-02-19,"Barcelona, ES",Llar,176.92
2024-02-21,Málaga,Esport,219.29
2024-09-11,Barcelona,Llar,260.11
2024-11-25,Sevilla,Electrònica,260.53
2024-03-19,València,Llibres,372.39
2024-08-09,Alacant,Esport,427.12
2024-07-19,Saragossa,Electrònica,185.32
2024-03-08,Barcelona,Llibres,422.84
2024-07-11,Málaga,Electrònica,423.75
2024-05-27,Madrid,Alimentació,302.61
2024-07-08,Barcelona,Alimentació,
